name,lat,lon,time,count,diff
South Station,42.351818,-71.055138,2012-05-03 10:00,41.5666666667,9.43333333333
South Station,42.351818,-71.055138,2012-05-03 11:00,59.6206896552,7.37931034483
South Station,42.351818,-71.055138,2012-05-03 12:00,53.4827586207,-0.48275862069
South Station,42.351818,-71.055138,2012-05-03 13:00,56.1666666667,1.83333333333
South Station,42.351818,-71.055138,2012-05-03 14:00,46.8333333333,-2.83333333333
South Station,42.351818,-71.055138,2012-05-03 15:00,63.3333333333,-16.3333333333
South Station,42.351818,-71.055138,2012-05-03 16:00,73.5666666667,13.4333333333
South Station,42.351818,-71.055138,2012-05-03 17:00,54.2333333333,18.7666666667
South Station,42.351818,-71.055138,2012-05-03 18:00,60.1666666667,27.8333333333
South Station,42.351818,-71.055138,2012-05-03 19:00,65.6333333333,-8.63333333333
South Station,42.351818,-71.055138,2012-05-03 20:00,66.9333333333,14.0666666667
South Station,42.351818,-71.055138,2012-05-03 21:00,57.4,6.6
South Station,42.351818,-71.055138,2012-05-03 22:00,59.7931034483,27.2068965517
South Station,42.351818,-71.055138,2012-05-03 23:00,42.4,-7.4
South Station,42.351818,-71.055138,2012-05-04 00:00,41.0,13.0
South Station,42.351818,-71.055138,2012-05-04 01:00,22.6333333333,2.36666666667
South Station,42.351818,-71.055138,2012-05-04 02:00,11.4827586207,0.51724137931
South Station,42.351818,-71.055138,2012-05-04 03:00,7.25,9.75
South Station,42.351818,-71.055138,2012-05-04 04:00,8.8275862069,0.172413793103
South Station,42.351818,-71.055138,2012-05-04 05:00,6.75862068966,-4.75862068966
South Station,42.351818,-71.055138,2012-05-04 06:00,11.6206896552,0.379310344828
South Station,42.351818,-71.055138,2012-05-04 07:00,17.275862069,-0.275862068966
South Station,42.351818,-71.055138,2012-05-04 08:00,33.3333333333,18.6666666667
South Station,42.351818,-71.055138,2012-05-04 09:00,30.1379310345,8.86206896552
South Station,42.351818,-71.055138,2012-05-04 10:00,35.2333333333,8.76666666667
South Station,42.351818,-71.055138,2012-05-04 11:00,58.2333333333,27.7666666667
South Station,42.351818,-71.055138,2012-05-04 12:00,54.7,6.3
South Station,42.351818,-71.055138,2012-05-04 13:00,57.1666666667,16.8333333333
South Station,42.351818,-71.055138,2012-05-04 14:00,53.3,-12.3
South Station,42.351818,-71.055138,2012-05-04 15:00,63.3666666667,5.63333333333
South Station,42.351818,-71.055138,2012-05-04 16:00,64.3333333333,27.6666666667
South Station,42.351818,-71.055138,2012-05-04 17:00,54.2413793103,27.7586206897
South Station,42.351818,-71.055138,2012-05-04 18:00,64.1333333333,27.8666666667
South Station,42.351818,-71.055138,2012-05-04 19:00,68.3333333333,13.6666666667
